movieId,title,release_date,description
744,Michael Collins (1996),11-Oct-1996,Michael Collins (1996)
745,"Ruling Class, The (1972)",01-Jan-1972,"Ruling Class, The (1972)"
746,Real Genius (1985),01-Jan-1985,Real Genius (1985)
747,Benny & Joon (1993),01-Jan-1993,Benny & Joon (1993)
748,"Saint, The (1997)",14-Mar-1997,"Saint, The (1997)"
749,"MatchMaker, The (1997)",01-Jan-1997,"MatchMaker, The (1997)"
750,Amistad (1997),18-Dec-1997,Amistad (1997)
751,Tomorrow Never Dies (1997),01-Jan-1997,Tomorrow Never Dies (1997)
752,"Replacement Killers, The (1998)",06-Feb-1998,"Replacement Killers, The (1998)"
753,Burnt By the Sun (1994),01-Jan-1994,Burnt By the Sun (1994)
754,Red Corner (1997),01-Jan-1997,Red Corner (1997)
755,Jumanji (1995),01-Jan-1995,Jumanji (1995)
756,Father of the Bride Part II (1995),01-Jan-1995,Father of the Bride Part II (1995)
757,Across the Sea of Time (1995),01-Jan-1995,Across the Sea of Time (1995)
758,Lawnmower Man 2: Beyond Cyberspace (1996),01-Jan-1996,Lawnmower Man 2: Beyond Cyberspace (1996)
759,Fair Game (1995),01-Jan-1995,Fair Game (1995)
760,Screamers (1995),01-Jan-1995,Screamers (1995)
761,Nick of Time (1995),01-Jan-1995,Nick of Time (1995)
762,Beautiful Girls (1996),09-Feb-1996,Beautiful Girls (1996)
763,Happy Gilmore (1996),16-Feb-1996,Happy Gilmore (1996)
764,If Lucy Fell (1996),08-Mar-1996,If Lucy Fell (1996)
765,Boomerang (1992),01-Jan-1992,Boomerang (1992)
766,Man of the Year (1995),01-Mar-1996,Man of the Year (1995)
767,"Addiction, The (1995)",01-Jan-1995,"Addiction, The (1995)"
768,Casper (1995),01-Jan-1995,Casper (1995)
769,Congo (1995),01-Jan-1995,Congo (1995)
770,Devil in a Blue Dress (1995),01-Jan-1995,Devil in a Blue Dress (1995)
771,Johnny Mnemonic (1995),01-Jan-1995,Johnny Mnemonic (1995)
772,Kids (1995),01-Jan-1995,Kids (1995)
773,Mute Witness (1994),01-Jan-1994,Mute Witness (1994)
774,"Prophecy, The (1995)",01-Jan-1995,"Prophecy, The (1995)"
775,Something to Talk About (1995),01-Jan-1995,Something to Talk About (1995)
776,Three Wishes (1995),01-Jan-1995,Three Wishes (1995)
777,Castle Freak (1995),01-Jan-1995,Castle Freak (1995)
778,Don Juan DeMarco (1995),01-Jan-1995,Don Juan DeMarco (1995)
779,Drop Zone (1994),01-Jan-1994,Drop Zone (1994)
780,Dumb & Dumber (1994),01-Jan-1994,Dumb & Dumber (1994)
781,French Kiss (1995),01-Jan-1995,French Kiss (1995)
782,Little Odessa (1994),01-Jan-1994,Little Odessa (1994)
783,Milk Money (1994),01-Jan-1994,Milk Money (1994)
784,Beyond Bedlam (1993),01-Jan-1993,Beyond Bedlam (1993)
785,Only You (1994),01-Jan-1994,Only You (1994)
786,"Perez Family, The (1995)",01-Jan-1995,"Perez Family, The (1995)"
787,Roommates (1995),01-Jan-1995,Roommates (1995)
788,Relative Fear (1994),01-Jan-1994,Relative Fear (1994)
789,Swimming with Sharks (1995),01-Jan-1995,Swimming with Sharks (1995)
790,Tommy Boy (1995),01-Jan-1995,Tommy Boy (1995)
791,"Baby-Sitters Club, The (1995)",01-Jan-1995,"Baby-Sitters Club, The (1995)"
792,Bullets Over Broadway (1994),01-Jan-1994,Bullets Over Broadway (1994)
793,Crooklyn (1994),01-Jan-1994,Crooklyn (1994)
794,It Could Happen to You (1994),01-Jan-1994,It Could Happen to You (1994)
795,Richie Rich (1994),01-Jan-1994,Richie Rich (1994)
796,Speechless (1994),01-Jan-1994,Speechless (1994)
797,Timecop (1994),01-Jan-1994,Timecop (1994)
798,Bad Company (1995),01-Jan-1995,Bad Company (1995)
799,Boys Life (1995),01-Jan-1995,Boys Life (1995)
800,In the Mouth of Madness (1995),01-Jan-1995,In the Mouth of Madness (1995)
801,"Air Up There, The (1994)",01-Jan-1994,"Air Up There, The (1994)"
802,Hard Target (1993),01-Jan-1993,Hard Target (1993)
803,Heaven & Earth (1993),01-Jan-1993,Heaven & Earth (1993)
804,Jimmy Hollywood (1994),01-Jan-1994,Jimmy Hollywood (1994)
805,Manhattan Murder Mystery (1993),01-Jan-1993,Manhattan Murder Mystery (1993)
806,Menace II Society (1993),01-Jan-1993,Menace II Society (1993)
807,Poetic Justice (1993),01-Jan-1993,Poetic Justice (1993)
808,"Program, The (1993)",01-Jan-1993,"Program, The (1993)"
809,Rising Sun (1993),01-Jan-1993,Rising Sun (1993)
810,"Shadow, The (1994)",01-Jan-1994,"Shadow, The (1994)"
811,Thirty-Two Short Films About Glenn Gould (1993),01-Jan-1993,Thirty-Two Short Films About Glenn Gould (1993)
812,Andre (1994),01-Jan-1994,Andre (1994)
813,"Celluloid Closet, The (1995)",15-Mar-1996,"Celluloid Closet, The (1995)"
814,"Great Day in Harlem, A (1994)",01-Jan-1994,"Great Day in Harlem, A (1994)"
815,One Fine Day (1996),30-Nov-1996,One Fine Day (1996)
816,Candyman: Farewell to the Flesh (1995),01-Jan-1995,Candyman: Farewell to the Flesh (1995)
817,Frisk (1995),29-Mar-1996,Frisk (1995)
818,Girl 6 (1996),22-Mar-1996,Girl 6 (1996)
819,Eddie (1996),31-May-1996,Eddie (1996)
820,Space Jam (1996),15-Nov-1996,Space Jam (1996)
821,Mrs. Winterbourne (1996),19-Apr-1996,Mrs. Winterbourne (1996)
822,Faces (1968),01-Jan-1968,Faces (1968)
823,Mulholland Falls (1996),26-Apr-1996,Mulholland Falls (1996)
824,"Great White Hype, The (1996)",03-May-1996,"Great White Hype, The (1996)"
825,"Arrival, The (1996)",31-May-1996,"Arrival, The (1996)"
826,"Phantom, The (1996)",07-Jun-1996,"Phantom, The (1996)"
827,Daylight (1996),06-Dec-1996,Daylight (1996)
828,Alaska (1996),21-Aug-1996,Alaska (1996)
829,Fled (1996),19-Jul-1996,Fled (1996)
830,Power 98 (1995),17-May-1996,Power 98 (1995)
831,Escape from L.A. (1996),09-Aug-1996,Escape from L.A. (1996)
832,Bogus (1996),06-Sep-1996,Bogus (1996)
833,Bulletproof (1996),06-Sep-1996,Bulletproof (1996)
834,Halloween: The Curse of Michael Myers (1995),01-Jan-1995,Halloween: The Curse of Michael Myers (1995)
835,"Gay Divorcee, The (1934)",01-Jan-1934,"Gay Divorcee, The (1934)"
836,Ninotchka (1939),01-Jan-1939,Ninotchka (1939)
837,Meet John Doe (1941),01-Jan-1941,Meet John Doe (1941)
838,In the Line of Duty 2 (1987),30-Aug-1996,In the Line of Duty 2 (1987)
839,Loch Ness (1995),01-Jan-1995,Loch Ness (1995)
840,Last Man Standing (1996),20-Sep-1996,Last Man Standing (1996)
841,"Glimmer Man, The (1996)",04-Oct-1996,"Glimmer Man, The (1996)"
842,Pollyanna (1960),01-Jan-1960,Pollyanna (1960)
843,"Shaggy Dog, The (1959)",01-Jan-1959,"Shaggy Dog, The (1959)"
844,Freeway (1996),23-Aug-1996,Freeway (1996)
845,That Thing You Do! (1996),28-Sep-1996,That Thing You Do! (1996)
846,To Gillian on Her 37th Birthday (1996),18-Oct-1996,To Gillian on Her 37th Birthday (1996)
847,Looking for Richard (1996),11-Oct-1996,Looking for Richard (1996)
848,"Murder, My Sweet (1944)",01-Jan-1944,"Murder, My Sweet (1944)"
849,Days of Thunder (1990),01-Jan-1990,Days of Thunder (1990)
850,"Perfect Candidate, A (1996)",27-Sep-1996,"Perfect Candidate, A (1996)"
851,Two or Three Things I Know About Her (1966),01-Jan-1966,Two or Three Things I Know About Her (1966)
852,"Bloody Child, The (1996)",26-Oct-1996,"Bloody Child, The (1996)"
853,Braindead (1992),01-Jan-1992,Braindead (1992)
854,Bad Taste (1987),01-Jan-1987,Bad Taste (1987)
855,Diva (1981),01-Jan-1981,Diva (1981)
856,Night on Earth (1991),01-Jan-1991,Night on Earth (1991)
857,Paris Was a Woman (1995),08-Nov-1996,Paris Was a Woman (1995)
858,Amityville: Dollhouse (1996),01-Jan-1996,Amityville: Dollhouse (1996)
859,April Fool's Day (1986),01-Jan-1986,April Fool's Day (1986)
860,"Believers, The (1987)",01-Jan-1987,"Believers, The (1987)"
861,Nosferatu a Venezia (1986),01-Jan-1986,Nosferatu a Venezia (1986)
862,Jingle All the Way (1996),22-Nov-1996,Jingle All the Way (1996)
863,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",08-Nov-1996,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)"
864,My Fellow Americans (1996),20-Dec-1996,My Fellow Americans (1996)
865,"Ice Storm, The (1997)",01-Jan-1997,"Ice Storm, The (1997)"
866,Michael (1996),25-Dec-1996,Michael (1996)
867,"Whole Wide World, The (1996)",25-Dec-1996,"Whole Wide World, The (1996)"
868,Hearts and Minds (1996),10-Jan-1997,Hearts and Minds (1996)
869,Fools Rush In (1997),14-Feb-1997,Fools Rush In (1997)
870,Touch (1997),14-Feb-1997,Touch (1997)
871,Vegas Vacation (1997),14-Feb-1997,Vegas Vacation (1997)
872,Love Jones (1997),14-Mar-1997,Love Jones (1997)
873,Picture Perfect (1997),01-Aug-1997,Picture Perfect (1997)
874,Career Girls (1997),08-Aug-1997,Career Girls (1997)
875,She's So Lovely (1997),22-Aug-1997,She's So Lovely (1997)
876,Money Talks (1997),22-Aug-1997,Money Talks (1997)
877,Excess Baggage (1997),01-Jan-1997,Excess Baggage (1997)
878,That Darn Cat! (1997),14-Feb-1997,That Darn Cat! (1997)
879,"Peacemaker, The (1997)",01-Jan-1997,"Peacemaker, The (1997)"
880,Soul Food (1997),01-Jan-1997,Soul Food (1997)
881,Money Talks (1997),22-Aug-1997,Money Talks (1997)
882,Washington Square (1997),01-Jan-1997,Washington Square (1997)
883,Telling Lies in America (1997),01-Jan-1997,Telling Lies in America (1997)
884,Year of the Horse (1997),01-Jan-1997,Year of the Horse (1997)
885,Phantoms (1998),01-Jan-1998,Phantoms (1998)
886,"Life Less Ordinary, A (1997)",01-Jan-1997,"Life Less Ordinary, A (1997)"
887,Eve's Bayou (1997),01-Jan-1997,Eve's Bayou (1997)
888,One Night Stand (1997),01-Jan-1997,One Night Stand (1997)
889,"Tango Lesson, The (1997)",01-Jan-1997,"Tango Lesson, The (1997)"
890,Mortal Kombat: Annihilation (1997),01-Jan-1997,Mortal Kombat: Annihilation (1997)
891,Bent (1997),18-Dec-1997,Bent (1997)
892,Flubber (1997),01-Jan-1997,Flubber (1997)
893,For Richer or Poorer (1997),01-Jan-1997,For Richer or Poorer (1997)
894,Home Alone 3 (1997),01-Jan-1997,Home Alone 3 (1997)
895,Scream 2 (1997),01-Jan-1997,Scream 2 (1997)
896,"Sweet Hereafter, The (1997)",01-Jan-1997,"Sweet Hereafter, The (1997)"
897,Time Tracers (1995),01-Jan-1995,Time Tracers (1995)
898,"Postman, The (1997)",01-Jan-1997,"Postman, The (1997)"
899,"Winter Guest, The (1997)",01-Jan-1997,"Winter Guest, The (1997)"
900,Kundun (1997),25-Dec-1997,Kundun (1997)
901,Mr. Magoo (1997),25-Dec-1997,Mr. Magoo (1997)
902,"Big Lebowski, The (1998)",26-Dec-1997,"Big Lebowski, The (1998)"
903,Afterglow (1997),26-Dec-1997,Afterglow (1997)
904,Ma vie en rose (My Life in Pink) (1997),26-Dec-1997,Ma vie en rose (My Life in Pink) (1997)
905,Great Expectations (1998),01-Jan-1998,Great Expectations (1998)
906,Oscar & Lucinda (1997),31-Dec-1997,Oscar & Lucinda (1997)
907,Vermin (1998),01-Jan-1997,Vermin (1998)
908,Half Baked (1998),16-Jan-1998,Half Baked (1998)
909,Dangerous Beauty (1998),23-Jan-1998,Dangerous Beauty (1998)
910,Nil By Mouth (1997),06-Feb-1998,Nil By Mouth (1997)
911,Twilight (1998),30-Jan-1998,Twilight (1998)
912,U.S. Marshalls (1998),10-Mar-1998,U.S. Marshalls (1998)
913,Love and Death on Long Island (1997),10-Mar-1998,Love and Death on Long Island (1997)
914,Wild Things (1998),14-Mar-1998,Wild Things (1998)
915,Primary Colors (1998),20-Mar-1998,Primary Colors (1998)
916,Lost in Space (1998),27-Mar-1998,Lost in Space (1998)
917,Mercury Rising (1998),27-Mar-1998,Mercury Rising (1998)
918,City of Angels (1998),03-Apr-1998,City of Angels (1998)
919,"City of Lost Children, The (1995)",01-Jan-1995,"City of Lost Children, The (1995)"
920,Two Bits (1995),01-Jan-1995,Two Bits (1995)
921,Farewell My Concubine (1993),01-Jan-1993,Farewell My Concubine (1993)
922,Dead Man (1995),10-May-1996,Dead Man (1995)
923,Raise the Red Lantern (1991),01-Jan-1991,Raise the Red Lantern (1991)
924,White Squall (1996),01-Jan-1996,White Squall (1996)
925,Unforgettable (1996),23-Feb-1996,Unforgettable (1996)
926,Down Periscope (1996),01-Mar-1996,Down Periscope (1996)
927,"Flower of My Secret, The (Flor de mi secreto, La) (1995)",08-Mar-1996,"Flower of My Secret, The (Flor de mi secreto, La) (1995)"
928,"Craft, The (1996)",26-Apr-1996,"Craft, The (1996)"
929,Harriet the Spy (1996),03-Jul-1996,Harriet the Spy (1996)
930,Chain Reaction (1996),31-Jul-1996,Chain Reaction (1996)
931,"Island of Dr. Moreau, The (1996)",23-Aug-1996,"Island of Dr. Moreau, The (1996)"
932,First Kid (1996),30-Aug-1996,First Kid (1996)
933,"Funeral, The (1996)",25-Oct-1996,"Funeral, The (1996)"
934,"Preacher's Wife, The (1996)",13-Dec-1996,"Preacher's Wife, The (1996)"
935,Paradise Road (1997),18-Apr-1997,Paradise Road (1997)
936,Brassed Off (1996),13-Jun-1997,Brassed Off (1996)
937,"Thousand Acres, A (1997)",01-Jan-1997,"Thousand Acres, A (1997)"
938,"Smile Like Yours, A (1997)",01-Jan-1997,"Smile Like Yours, A (1997)"
939,Murder in the First (1995),01-Jan-1995,Murder in the First (1995)
940,Airheads (1994),01-Jan-1994,Airheads (1994)
941,With Honors (1994),01-Jan-1994,With Honors (1994)
942,What's Love Got to Do with It (1993),01-Jan-1993,What's Love Got to Do with It (1993)
943,Killing Zoe (1994),01-Jan-1994,Killing Zoe (1994)
944,Renaissance Man (1994),01-Jan-1994,Renaissance Man (1994)
945,Charade (1963),01-Jan-1963,Charade (1963)
946,"Fox and the Hound, The (1981)",01-Jan-1981,"Fox and the Hound, The (1981)"
947,"Big Blue, The (Grand bleu, Le) (1988)",01-Jan-1988,"Big Blue, The (Grand bleu, Le) (1988)"
948,Booty Call (1997),28-Feb-1997,Booty Call (1997)
949,How to Make an American Quilt (1995),01-Jan-1995,How to Make an American Quilt (1995)
950,Georgia (1995),01-Jan-1995,Georgia (1995)
951,"Indian in the Cupboard, The (1995)",01-Jan-1995,"Indian in the Cupboard, The (1995)"
952,Blue in the Face (1995),01-Jan-1995,Blue in the Face (1995)
953,Unstrung Heroes (1995),01-Jan-1995,Unstrung Heroes (1995)
954,Unzipped (1995),01-Jan-1995,Unzipped (1995)
955,Before Sunrise (1995),01-Jan-1995,Before Sunrise (1995)
956,Nobody's Fool (1994),01-Jan-1994,Nobody's Fool (1994)
957,Pushing Hands (1992),01-Jan-1992,Pushing Hands (1992)
958,To Live (Huozhe) (1994),01-Jan-1994,To Live (Huozhe) (1994)
959,Dazed and Confused (1993),01-Jan-1993,Dazed and Confused (1993)
960,Naked (1993),01-Jan-1993,Naked (1993)
961,Orlando (1993),01-Jan-1993,Orlando (1993)
962,Ruby in Paradise (1993),01-Jan-1993,Ruby in Paradise (1993)
963,Some Folks Call It a Sling Blade (1993),01-Jan-1993,Some Folks Call It a Sling Blade (1993)
964,"Month by the Lake, A (1995)",01-Jan-1995,"Month by the Lake, A (1995)"
965,Funny Face (1957),01-Jan-1957,Funny Face (1957)
966,"Affair to Remember, An (1957)",01-Jan-1957,"Affair to Remember, An (1957)"
967,Little Lord Fauntleroy (1936),01-Jan-1936,Little Lord Fauntleroy (1936)
968,"Inspector General, The (1949)",01-Jan-1949,"Inspector General, The (1949)"
969,Winnie the Pooh and the Blustery Day (1968),01-Jan-1968,Winnie the Pooh and the Blustery Day (1968)
970,Hear My Song (1991),01-Jan-1991,Hear My Song (1991)
971,Mediterraneo (1991),01-Jan-1991,Mediterraneo (1991)
972,Passion Fish (1992),01-Jan-1992,Passion Fish (1992)
973,Grateful Dead (1995),18-Oct-1996,Grateful Dead (1995)
974,Eye for an Eye (1996),01-Jan-1996,Eye for an Eye (1996)
975,Fear (1996),12-Apr-1996,Fear (1996)
976,Solo (1996),23-Aug-1996,Solo (1996)
977,"Substitute, The (1996)",19-Apr-1996,"Substitute, The (1996)"
978,Heaven's Prisoners (1996),10-May-1996,Heaven's Prisoners (1996)
979,"Trigger Effect, The (1996)",30-Aug-1996,"Trigger Effect, The (1996)"
980,Mother Night (1996),01-Nov-1996,Mother Night (1996)
981,Dangerous Ground (1997),04-Sep-1996,Dangerous Ground (1997)
982,Maximum Risk (1996),13-Sep-1996,Maximum Risk (1996)
983,"Rich Man's Wife, The (1996)",13-Sep-1996,"Rich Man's Wife, The (1996)"
984,Shadow Conspiracy (1997),31-Jan-1997,Shadow Conspiracy (1997)
985,Blood & Wine (1997),15-Nov-1996,Blood & Wine (1997)
986,Turbulence (1997),10-Jan-1997,Turbulence (1997)
987,Underworld (1997),09-May-1997,Underworld (1997)
988,"Beautician and the Beast, The (1997)",07-Feb-1997,"Beautician and the Beast, The (1997)"
989,Cats Don't Dance (1997),26-Mar-1997,Cats Don't Dance (1997)
990,Anna Karenina (1997),04-Apr-1997,Anna Karenina (1997)
991,Keys to Tulsa (1997),11-Apr-1997,Keys to Tulsa (1997)
992,Head Above Water (1996),20-Jun-1997,Head Above Water (1996)
993,Hercules (1997),27-Jun-1997,Hercules (1997)
994,"Last Time I Committed Suicide, The (1997)",20-Jun-1997,"Last Time I Committed Suicide, The (1997)"
995,"Kiss Me, Guido (1997)",01-Jan-1997,"Kiss Me, Guido (1997)"
996,"Big Green, The (1995)",01-Jan-1995,"Big Green, The (1995)"
997,Stuart Saves His Family (1995),01-Jan-1995,Stuart Saves His Family (1995)
998,Cabin Boy (1994),01-Jan-1994,Cabin Boy (1994)
999,Clean Slate (1994),01-Jan-1994,Clean Slate (1994)
1000,Lightning Jack (1994),01-Jan-1994,Lightning Jack (1994)
1001,"Stupids, The (1996)",30-Aug-1996,"Stupids, The (1996)"
1002,"Pest, The (1997)",07-Feb-1997,"Pest, The (1997)"
1003,That Darn Cat! (1997),14-Feb-1997,That Darn Cat! (1997)
1004,Geronimo: An American Legend (1993),01-Jan-1993,Geronimo: An American Legend (1993)
1005,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",01-Jan-1991,"Double vie de Véronique, La (Double Life of Veronique, The) (1991)"
1006,Until the End of the World (Bis ans Ende der Welt) (1991),01-Jan-1991,Until the End of the World (Bis ans Ende der Welt) (1991)
1007,Waiting for Guffman (1996),31-Jan-1997,Waiting for Guffman (1996)
1008,I Shot Andy Warhol (1996),01-May-1996,I Shot Andy Warhol (1996)
1009,Stealing Beauty (1996),14-Jun-1996,Stealing Beauty (1996)
1010,Basquiat (1996),16-Aug-1996,Basquiat (1996)
1011,2 Days in the Valley (1996),27-Sep-1996,2 Days in the Valley (1996)
1012,Private Parts (1997),07-Mar-1997,Private Parts (1997)
1013,Anaconda (1997),11-Apr-1997,Anaconda (1997)
1014,Romy and Michele's High School Reunion (1997),25-Apr-1997,Romy and Michele's High School Reunion (1997)
1015,Shiloh (1997),23-May-1997,Shiloh (1997)
1016,Con Air (1997),06-Jun-1997,Con Air (1997)
1017,Trees Lounge (1996),11-Oct-1996,Trees Lounge (1996)
1018,Tie Me Up! Tie Me Down! (1990),01-Jan-1990,Tie Me Up! Tie Me Down! (1990)
1019,"Die xue shuang xiong (Killer, The) (1989)",01-Jan-1989,"Die xue shuang xiong (Killer, The) (1989)"
1020,Gaslight (1944),01-Jan-1944,Gaslight (1944)
1021,8 1/2 (1963),01-Jan-1963,8 1/2 (1963)
1022,"Fast, Cheap & Out of Control (1997)",01-Jan-1997,"Fast, Cheap & Out of Control (1997)"
1023,Fathers' Day (1997),09-May-1997,Fathers' Day (1997)
1024,Mrs. Dalloway (1997),01-Jan-1997,Mrs. Dalloway (1997)
1025,Fire Down Below (1997),01-Jan-1997,Fire Down Below (1997)
1026,"Lay of the Land, The (1997)",01-Jan-1997,"Lay of the Land, The (1997)"
1027,"Shooter, The (1995)",01-Jan-1995,"Shooter, The (1995)"
1028,Grumpier Old Men (1995),01-Jan-1995,Grumpier Old Men (1995)
1029,Jury Duty (1995),01-Jan-1995,Jury Duty (1995)
1030,"Beverly Hillbillies, The (1993)",01-Jan-1993,"Beverly Hillbillies, The (1993)"
1031,Lassie (1994),01-Jan-1994,Lassie (1994)
1032,Little Big League (1994),01-Jan-1994,Little Big League (1994)
1033,Homeward Bound II: Lost in San Francisco (1996),08-Mar-1996,Homeward Bound II: Lost in San Francisco (1996)
1034,"Quest, The (1996)",26-Apr-1996,"Quest, The (1996)"
1035,Cool Runnings (1993),01-Jan-1993,Cool Runnings (1993)
1036,Drop Dead Fred (1991),01-Jan-1991,Drop Dead Fred (1991)
1037,Grease 2 (1982),01-Jan-1982,Grease 2 (1982)
1038,Switchback (1997),01-Jan-1997,Switchback (1997)
1039,Hamlet (1996),24-Jan-1997,Hamlet (1996)
1040,Two if by Sea (1996),01-Jan-1996,Two if by Sea (1996)
1041,Forget Paris (1995),01-Jan-1995,Forget Paris (1995)
1042,Just Cause (1995),01-Jan-1995,Just Cause (1995)
1043,Rent-a-Kid (1995),01-Jan-1995,Rent-a-Kid (1995)
1044,"Paper, The (1994)",01-Jan-1994,"Paper, The (1994)"
1045,Fearless (1993),01-Jan-1993,Fearless (1993)
1046,Malice (1993),01-Jan-1993,Malice (1993)
1047,Multiplicity (1996),12-Jul-1996,Multiplicity (1996)
1048,She's the One (1996),23-Aug-1996,She's the One (1996)
1049,House Arrest (1996),02-Aug-1996,House Arrest (1996)
1050,"Ghost and Mrs. Muir, The (1947)",01-Jan-1947,"Ghost and Mrs. Muir, The (1947)"
1051,"Associate, The (1996)",19-Oct-1996,"Associate, The (1996)"
1052,Dracula: Dead and Loving It (1995),01-Jan-1995,Dracula: Dead and Loving It (1995)
1053,Now and Then (1995),01-Jan-1995,Now and Then (1995)
1054,Mr. Wrong (1996),16-Feb-1996,Mr. Wrong (1996)
1055,"Simple Twist of Fate, A (1994)",01-Jan-1994,"Simple Twist of Fate, A (1994)"
1056,Cronos (1992),01-Jan-1992,Cronos (1992)
1057,"Pallbearer, The (1996)",19-Apr-1996,"Pallbearer, The (1996)"
1058,"War, The (1994)",01-Jan-1994,"War, The (1994)"
1059,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),01-Jan-1996,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
1060,"Adventures of Pinocchio, The (1996)",26-Jul-1996,"Adventures of Pinocchio, The (1996)"
1061,"Evening Star, The (1996)",25-Dec-1996,"Evening Star, The (1996)"
1062,Four Days in September (1997),23-Jan-1998,Four Days in September (1997)
1063,"Little Princess, A (1995)",01-Jan-1995,"Little Princess, A (1995)"
1064,Crossfire (1947),01-Jan-1947,Crossfire (1947)
1065,Koyaanisqatsi (1983),01-Jan-1983,Koyaanisqatsi (1983)
1066,Balto (1995),01-Jan-1995,Balto (1995)
1067,Bottle Rocket (1996),21-Feb-1996,Bottle Rocket (1996)
1068,"Star Maker, The (Uomo delle stelle, L') (1995)",01-Mar-1996,"Star Maker, The (Uomo delle stelle, L') (1995)"
1069,Amateur (1994),01-Jan-1994,Amateur (1994)
1070,Living in Oblivion (1995),01-Jan-1995,Living in Oblivion (1995)
1071,Party Girl (1995),01-Jan-1995,Party Girl (1995)
1072,"Pyromaniac's Love Story, A (1995)",01-Jan-1995,"Pyromaniac's Love Story, A (1995)"
1073,Shallow Grave (1994),01-Jan-1994,Shallow Grave (1994)
1074,Reality Bites (1994),01-Jan-1994,Reality Bites (1994)
1075,"Man of No Importance, A (1994)",01-Jan-1994,"Man of No Importance, A (1994)"
1076,"Pagemaster, The (1994)",01-Jan-1994,"Pagemaster, The (1994)"
1077,Love and a .45 (1994),01-Jan-1994,Love and a .45 (1994)
1078,Oliver & Company (1988),29-Mar-1988,Oliver & Company (1988)
1079,Joe's Apartment (1996),26-Jul-1996,Joe's Apartment (1996)
1080,Celestial Clockwork (1994),12-Jul-1996,Celestial Clockwork (1994)
1081,Curdled (1996),27-Sep-1996,Curdled (1996)
1082,Female Perversions (1996),25-Apr-1997,Female Perversions (1996)
1083,Albino Alligator (1996),17-Jan-1997,Albino Alligator (1996)
1084,Anne Frank Remembered (1995),23-Feb-1996,Anne Frank Remembered (1995)
1085,Carried Away (1996),29-Mar-1996,Carried Away (1996)
1086,It's My Party (1995),22-Mar-1996,It's My Party (1995)
1087,Bloodsport 2 (1995),01-Mar-1996,Bloodsport 2 (1995)
1088,Double Team (1997),04-Apr-1997,Double Team (1997)
1089,Speed 2: Cruise Control (1997),13-Jun-1997,Speed 2: Cruise Control (1997)
1090,Sliver (1993),01-Jan-1993,Sliver (1993)
1091,Pete's Dragon (1977),01-Jan-1977,Pete's Dragon (1977)
1092,Dear God (1996),01-Nov-1996,Dear God (1996)
1093,Live Nude Girls (1995),01-Mar-1996,Live Nude Girls (1995)
1094,"Thin Line Between Love and Hate, A (1996)",03-Apr-1996,"Thin Line Between Love and Hate, A (1996)"
1095,High School High (1996),25-Oct-1996,High School High (1996)
1096,Commandments (1997),02-May-1997,Commandments (1997)
1097,"Hate (Haine, La) (1995)",09-Feb-1996,"Hate (Haine, La) (1995)"
1098,Flirting With Disaster (1996),22-Mar-1996,Flirting With Disaster (1996)
1099,"Red Firecracker, Green Firecracker (1994)",01-Jan-1994,"Red Firecracker, Green Firecracker (1994)"
1100,What Happened Was... (1994),01-Jan-1994,What Happened Was... (1994)
1101,Six Degrees of Separation (1993),01-Jan-1993,Six Degrees of Separation (1993)
1102,Two Much (1996),01-Jan-1996,Two Much (1996)
1103,Trust (1990),01-Jan-1990,Trust (1990)
1104,C'est arrivé près de chez vous (1992),01-Jan-1992,C'est arrivé près de chez vous (1992)
1105,Firestorm (1998),09-Jan-1998,Firestorm (1998)
1106,"Newton Boys, The (1998)",14-Mar-1998,"Newton Boys, The (1998)"
1107,Beyond Rangoon (1995),01-Jan-1995,Beyond Rangoon (1995)
1108,Feast of July (1995),01-Jan-1995,Feast of July (1995)
1109,Death and the Maiden (1994),01-Jan-1994,Death and the Maiden (1994)
1110,Tank Girl (1995),01-Jan-1995,Tank Girl (1995)
1111,Double Happiness (1994),01-Mar-1996,Double Happiness (1994)
1112,Cobb (1994),01-Jan-1994,Cobb (1994)
1113,Mrs. Parker and the Vicious Circle (1994),01-Jan-1994,Mrs. Parker and the Vicious Circle (1994)
1114,Faithful (1996),03-Apr-1996,Faithful (1996)
1115,Twelfth Night (1996),25-Oct-1996,Twelfth Night (1996)
1116,"Mark of Zorro, The (1940)",01-Jan-1940,"Mark of Zorro, The (1940)"
1117,Surviving Picasso (1996),20-Sep-1996,Surviving Picasso (1996)
1118,Up in Smoke (1978),01-Jan-1978,Up in Smoke (1978)
1119,Some Kind of Wonderful (1987),01-Jan-1987,Some Kind of Wonderful (1987)
1120,I'm Not Rappaport (1996),13-Nov-1996,I'm Not Rappaport (1996)
1121,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",05-Apr-1996,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
1122,They Made Me a Criminal (1939),01-Jan-1939,They Made Me a Criminal (1939)
1123,"Last Time I Saw Paris, The (1954)",01-Jan-1954,"Last Time I Saw Paris, The (1954)"
1124,"Farewell to Arms, A (1932)",01-Jan-1932,"Farewell to Arms, A (1932)"
